SR NO.,11 Comae Berenices b,305.0,6165.32,4.74,2007,Gas Giant,12.096,1.29 AU,326 days,0.23,11 Com,Radial Velocity,,,12h20m43.03s,+17d47m34.3s,4742.0,2.7,19.0,Gravitation_value
2194,Kepler-1586 b,2818.0,927.976,13.056,2016,Super Earth,17.023999999999997,Unknown,15.6 days,0.0,Kepler-1583,Transit,,,19h05m32.86s,+47d00m59.9s,5645.0,0.94,0.91,31.441576542828336
2195,Kepler-1587 b,2959.0,740.474,14.032,2016,Super Earth,14.895999999999999,Unknown,9.4 days,0.0,Kepler-1584,Transit,,,19h11m03.04s,+43d16m27.9s,6069.0,1.1,1.13,32.768855843350295
2196,Kepler-1588 b,2146.0,115.3614,13.821,2016,Terrestrial,8.511999999999999,Unknown,7.8 days,0.0,Kepler-1585,Transit,,,19h44m38.16s,+44d33m47.2s,5538.0,0.94,0.91,15.634646965817378
2197,Kepler-1589 b,4626.0,419.49600000000004,14.965,2016,Super Earth,12.208,Unknown,1 days,0.0,Kepler-1586,Transit,,,19h52m48.63s,+44d55m33.0s,6681.0,1.45,1.75,27.63946128641181
2199,Kepler-158 c,1038.0,1357.0059999999999,14.417,2014,Super Earth,21.279999999999998,0.158 AU,28.6 days,0.0,Kepler-1588,Transit,,,19h12m55.85s,+48d00m07.8s,5817.0,0.96,0.99,29.42586999186345
2200,Kepler-1590 b,2936.0,492.59000000000003,14.077,2016,Super Earth,12.767999999999999,Unknown,7.6 days,0.0,Kepler-1589,Transit,,,19h37m46.03s,+40d34m18.1s,6166.0,1.18,1.25,29.67089415000542
2201,Kepler-1591 b,3556.0,683.27,14.658,2016,Super Earth,14.223999999999998,Unknown,8.2 days,0.0,Kepler-159,Transit,,,19h48m16.84s,+40d52m07.6s,4625.0,,0.66,33.16191919595686
2202,Kepler-1592 b,4400.0,950.2220000000001,14.786,2016,Super Earth,17.247999999999998,Unknown,3.1 days,0.0,Kepler-159,Transit,,,19h48m16.84s,+40d52m07.6s,4625.0,,0.66,31.364501213735576
2204,Kepler-1594 b,3588.0,381.36,14.741,2016,Super Earth,11.872,Unknown,2.7 days,0.0,Kepler-1591,Transit,,,19h46m04.00s,+44d36m31.0s,6082.0,1.1,1.16,26.56918019546415
2205,Kepler-1595 b,2743.0,648.312,15.401,2016,Super Earth,13.776,Unknown,4.6 days,0.0,Kepler-1592,Transit,,,19h35m24.16s,+38d23m51.9s,6213.0,1.18,1.28,33.54506079381319
2206,Kepler-1596 b,3803.0,1357.0059999999999,15.366,2016,Super Earth,21.279999999999998,Unknown,66.4 days,0.0,Kepler-1593,Transit,,,20h01m57.16s,+44d27m38.4s,4995.0,0.81,0.77,29.42586999186345
2207,Kepler-1597 b,4094.0,381.36,14.115,2016,Super Earth,11.872,Unknown,2.9 days,0.0,Kepler-1594,Transit,,,19h34m29.54s,+47d57m42.9s,5946.0,1.06,1.08,26.56918019546415
2208,Kepler-1598 b,2394.0,257.10020000000003,13.814,2016,Terrestrial,10.639999999999999,Unknown,4.3 days,0.0,Kepler-1595,Transit,,,19h02m53.45s,+43d00m34.1s,5203.0,0.84,0.8,22.30026119289699
2209,Kepler-1599 b,3275.0,1036.028,14.902000000000001,2016,Super Earth,18.144,Unknown,122.4 days,0.0,Kepler-1596,Transit,,,19h02m13.80s,+49d19m48.3s,5706.0,0.95,0.92,30.90268462266064
2214,Kepler-1601 b,2153.0,151.5906,13.677999999999999,2016,Terrestrial,9.184,Unknown,2.2 days,0.0,Kepler-160,Transit,,,19h11m05.66s,+42d52m09.4s,5471.0,,1.12,17.648155145568637
2215,Kepler-1602 b,2659.0,750.008,13.300999999999998,2016,Super Earth,15.008,Unknown,11.2 days,0.0,Kepler-160,Transit,,,19h11m05.66s,+42d52m09.4s,5471.0,,1.12,32.697236229111674
2216,Kepler-1603 b,5712.0,702.338,15.34,2016,Super Earth,14.447999999999999,Unknown,2.3 days,0.0,Kepler-160,Transit Timing Variations,86.9,,19h11m05.66s,+42d52m09.4s,5471.0,,1.12,33.03858903583919
2217,Kepler-1604 b,1833.0,816.746,14.899000000000001,2016,Super Earth,15.791999999999998,Unknown,0.7 days,0.0,Kepler-1600,Transit,,,19h25m35.85s,+38d47m15.9s,5214.0,0.86,0.82,32.15907412847797
2218,Kepler-1605 b,731.0,406.78400000000005,12.413,2016,Super Earth,12.096,Unknown,85.8 days,0.0,Kepler-1601,Transit,,,19h02m03.11s,+38d04m47.1s,5869.0,1.04,1.07,27.30053120038731
2219,Kepler-1606 b,2871.0,1569.9320000000002,15.106,2016,Super Earth,23.183999999999997,0.6421 AU,196.4 days,0.0,Kepler-1602,Transit,,,19h34m19.41s,+40d25m38.9s,6296.0,1.22,1.36,28.681040103242445
2220,Kepler-1607 b,2398.0,229.1338,13.875,2016,Terrestrial,10.304,Unknown,13.6 days,0.0,Kepler-1603,Transit,,,19h41m19.16s,+42d32m05.9s,6241.0,1.21,1.31,21.191819623854517
2221,Kepler-1608 b,2714.0,1156.7920000000001,15.895,2016,Super Earth,19.375999999999998,Unknown,16.5 days,0.0,Kepler-1604,Transit,,,19h01m38.55s,+44d24m44.0s,4976.0,0.81,0.76,30.25643922788089
2223,Kepler-160 b,3141.0,1140.902,14.616,2014,Super Earth,19.208,0.05511 AU,4.3 days,0.0,Kepler-1606,Transit,,,19h05m30.78s,+43d04m23.7s,5422.0,0.9,0.86,30.365108589892664
2226,Kepler-1610 b,3468.0,1023.3160000000001,15.814,2016,Super Earth,18.032,Unknown,8.7 days,0.0,Kepler-1609,Transit,,,19h20m35.17s,+39d39m57.0s,6132.0,1.18,1.27,30.90386218180489
2227,Kepler-1611 b,2238.0,145.2346,14.412,2016,Terrestrial,9.072,Unknown,5.2 days,0.0,Kepler-161,Transit,,,19h22m03.96s,+43d05m01.8s,5078.0,,0.81,17.328253831356946
2228,Kepler-1612 b,2730.0,343.22400000000005,14.716,2016,Super Earth,11.536,Unknown,3.9 days,0.0,Kepler-161,Transit,,,19h22m03.96s,+43d05m01.8s,5078.0,,0.81,25.325495127590884
2229,Kepler-1613 b,2789.0,1582.6440000000002,14.068,2016,Super Earth,23.296,Unknown,1.5 days,0.0,Kepler-1610,Transit,,,19h43m37.20s,+45d24m19.6s,5383.0,0.91,0.87,28.635931282506842
2230,Kepler-1614 b,3203.0,899.374,15.940999999999999,2016,Super Earth,16.688,Unknown,3.9 days,0.0,Kepler-1611,Transit,,,19h46m02.89s,+49d43m40.0s,5605.0,0.94,0.93,31.71192001688158
2231,Kepler-1615 b,3066.0,1557.2200000000003,14.524000000000001,2016,Super Earth,23.072,Unknown,47.3 days,0.0,Kepler-1612,Transit,,,19h25m00.07s,+45d39m18.3s,5643.0,0.96,0.94,28.725677343795212
2232,Kepler-1616 b,2812.0,330.512,13.429,2016,Super Earth,11.424,Unknown,6.8 days,0.0,Kepler-1613,Transit,,,19h19m30.01s,+43d25m15.5s,6005.0,1.08,1.12,24.868044423882207
2233,Kepler-1617 b,2652.0,594.2860000000001,13.655999999999999,2016,Super Earth,13.44,Unknown,27.5 days,0.0,Kepler-1614,Transit,,,18h59m29.12s,+49d46m33.3s,5121.0,0.79,0.76,32.306339538458325
2234,Kepler-1618 b,4038.0,676.914,13.565999999999999,2016,Super Earth,14.111999999999998,Unknown,6.1 days,0.0,Kepler-1615,Transit,,,19h05m26.21s,+42d13m38.9s,5865.0,1.04,1.05,33.37698871884086
2235,Kepler-1619 b,1696.0,115.3614,13.299000000000001,2016,Terrestrial,8.511999999999999,Unknown,23.6 days,0.0,Kepler-1616,Transit,,,19h06m10.47s,+45d18m17.5s,6266.0,1.21,1.34,15.634646965817378
2236,Kepler-161 b,1436.0,3845.38,14.192,2014,Super Earth,23.744,0.054 AU,4.9 days,0.0,Kepler-1617,Transit,,,19h11m44.93s,+46d25m06.6s,6167.0,1.15,1.22,66.97647507606588
2237,Kepler-161 c,1436.0,3750.0400000000004,14.192,2014,Super Earth,22.959999999999997,0.068 AU,7.1 days,0.0,Kepler-1618,Transit,,,19h40m42.09s,+45d55m51.3s,6620.0,1.41,1.65,69.85265600594046
2238,Kepler-1620 b,2522.0,1023.3160000000001,13.623,2016,Super Earth,18.032,Unknown,102 days,0.0,Kepler-1619,Transit,,,19h02m48.83s,+44d25m19.2s,5852.0,1.0,1.0,30.90386218180489
2240,Kepler-1622 b,3024.0,877.1279999999999,13.344000000000001,2016,Super Earth,16.464,Unknown,10.8 days,0.0,Kepler-162,Transit,,,19h49m06.94s,+43d43m26.5s,5816.0,,0.96,31.77481650957199
2241,Kepler-1623 b,3216.0,721.4060000000001,14.924000000000001,2016,Super Earth,14.671999999999999,Unknown,4.4 days,0.0,Kepler-1620,Transit,,,19h49m05.01s,+46d55m42.3s,6157.0,1.15,1.23,32.90727379402202
2244,Kepler-1626 b,5604.0,1506.372,14.224,2016,Super Earth,22.624,Unknown,4.1 days,0.0,Kepler-1623,Transit,,,19h36m19.85s,+39d33m22.0s,5772.0,1.0,1.0,28.89909492380965
2247,Kepler-1629 b,1272.0,121.0818,12.714,2016,Terrestrial,8.623999999999999,Unknown,3.9 days,0.0,Kepler-1626,Transit,,,19h46m00.11s,+40d43m16.4s,6826.0,1.51,1.85,15.986454799241812
2248,Kepler-162 b,2861.0,676.914,14.222999999999999,2014,Super Earth,14.111999999999998,0.069 AU,6.9 days,0.0,Kepler-1627,Transit,,,18h56m13.60s,+41d34m36.2s,5445.0,0.87,0.84,33.37698871884086
2251,Kepler-1631 b,3882.0,759.542,15.495,2016,Super Earth,15.12,Unknown,4.1 days,0.0,Kepler-163,Transit,,,19h40m00.68s,+46d59m14.4s,5776.0,,0.92,32.62413478446283
2253,Kepler-1633 b,2645.0,991.5360000000001,13.392000000000001,2016,Super Earth,17.695999999999998,Unknown,186.4 days,0.0,Kepler-1630,Transit,,,19h50m01.99s,+43d42m39.4s,4736.0,0.66,0.63,31.092028623546376
2257,Kepler-1637 b,1651.0,203.39200000000002,13.273,2016,Terrestrial,9.968,Unknown,6.1 days,0.0,Kepler-1634,Transit,,,19h36m10.42s,+45d08m23.2s,5474.0,0.92,0.89,20.100580477295644
2258,Kepler-1638 b,2867.0,1322.048,14.748,2016,Super Earth,20.944,0.745 AU,259.3 days,0.0,Kepler-1635,Transit,,,19h01m23.76s,+45d33m22.3s,5347.0,0.89,0.85,29.595028074702793
2260,Kepler-163 b,2295.0,368.64799999999997,14.38,2014,Super Earth,11.76,0.078 AU,7.8 days,0.0,Kepler-1637,Transit,,,18h48m56.84s,+48d09m15.5s,5789.0,1.02,1.02,26.17508073049379
2268,Kepler-1644 b,1931.0,1331.582,14.183,2016,Super Earth,21.055999999999997,Unknown,21.1 days,0.0,Kepler-1641,Transit,,,19h45m26.27s,+41d34m28.3s,6152.0,1.12,1.19,29.49218592862121
2269,Kepler-1645 b,2753.0,1213.996,14.440999999999999,2016,Super Earth,19.936,Unknown,16.2 days,0.0,Kepler-1642,Transit,,,19h48m50.92s,+43d38m37.4s,5355.0,0.88,0.84,29.993834930964592
2270,Kepler-1646 b,264.0,648.312,15.655,2016,Super Earth,13.776,Unknown,4.5 days,0.0,Kepler-1642,Transit,,,19h48m50.92s,+43d38m37.4s,5355.0,0.88,0.84,33.54506079381319
2272,Kepler-1649 b,302.0,327.334,16.268,2017,Super Earth,11.390399999999998,0.0514 AU,8.7 days,0.0,Kepler-1644,Transit,,,19h01m54.01s,+48d02m05.8s,5499.0,0.89,0.86,24.774446337574435
2273,Kepler-1649 c,302.0,381.36,16.268,2020,Super Earth,11.872,Unknown,19.5 days,0.0,Kepler-1645,Transit,,,19h49m55.07s,+48d25m06.9s,5812.0,1.02,1.02,26.56918019546415
2274,Kepler-164 b,2982.0,816.746,14.232999999999999,2014,Super Earth,15.791999999999998,0.058 AU,5 days,0.0,Kepler-1646,Transit,,,19h10m06.34s,+42d54m46.5s,3299.0,0.24,0.26,32.15907412847797
2277,Kepler-1650 b,393.0,266.952,15.739,2017,Terrestrial,10.751999999999999,Unknown,1.5 days,0.01,Kepler-1649,Transit,89.339,,19h30m00.90s,+41d49m49.5s,3240.0,0.2,0.23,22.674904087821684
2278,Kepler-1651 b,226.0,1283.912,13.072000000000001,2017,Super Earth,20.608,Unknown,9.9 days,0.13,Kepler-165,Transit,,,18h42m45.84s,+47d48m35.0s,5211.0,,0.77,29.686182829532676
2279,Kepler-1652 b,822.0,1013.782,16.002,2017,Super Earth,17.919999999999998,0.1654 AU,38.1 days,0.0,Kepler-165,Transit,,,18h42m45.84s,+47d48m35.0s,5211.0,,0.77,30.9998331600648
2298,Kepler-166 d,2003.0,1156.7920000000001,14.685,2016,Super Earth,19.375999999999998,Unknown,1.6 days,0.0,Kepler-1668,Transit,,,19h49m24.56s,+46d05m45.4s,5328.33,,1.05,30.25643922788089
2300,Kepler-1671 b,1177.0,737.2959999999999,13.277999999999999,2020,Super Earth,14.8512,Unknown,4.2 days,0.0,Kepler-167,Transit,89.33,,19h30m38.03s,+38d20m43.5s,4890.0,0.77,0.73,32.82536587585726
2308,Kepler-1679 b,3042.0,1566.754,15.114,2020,Super Earth,23.1728,Unknown,9.8 days,0.0,Kepler-1674,Transit,,,19h39m15.86s,+45d18m22.0s,5326.33,,0.87,28.65065642483193
2309,Kepler-167 b,1076.0,1029.672,14.0,2014,Super Earth,18.087999999999997,0.0483 AU,4.4 days,0.0,Kepler-1675,Transit,,,18h55m14.28s,+41d02m28.5s,5747.0,,1.13,30.903565966350115
2310,Kepler-167 c,1076.0,956.578,14.0,2014,Super Earth,17.3376,0.0684 AU,7.4 days,0.0,Kepler-1676,Transit,,,19h08m56.82s,+43d34m02.0s,5893.0,,0.88,31.24879116323402
2311,Kepler-167 d,1076.0,581.5740000000001,14.0,2016,Super Earth,13.372799999999998,0.1405 AU,21.8 days,< 0.12,Kepler-1677,Transit,,,19h53m58.39s,+47d00m46.9s,5804.5,,1.2,31.93383484502769
2313,Kepler-1680 b,1021.0,769.076,13.693,2020,Super Earth,15.232,Unknown,8.8 days,0.0,Kepler-1679,Transit,,,19h35m36.14s,+50d25m37.4s,5358.25,,0.9,32.54963987693236
2316,Kepler-1683 b,2442.0,1325.226,14.843,2020,Super Earth,21.0,Unknown,15 days,0.0,Kepler-1680,Transit,,,19h48m17.92s,+39d56m01.9s,4975.5,,0.7,29.508161355375425
2319,Kepler-1686 b,2432.0,832.6360000000001,13.752,2020,Super Earth,15.971199999999998,Unknown,9.3 days,0.0,Kepler-1683,Transit,,,19h53m48.03s,+44d17m02.5s,5047.59,,0.95,32.0531620376364
2320,Kepler-1687 b,1377.0,1074.164,15.472999999999999,2020,Super Earth,18.547199999999997,Unknown,5.8 days,0.0,Kepler-1684,Transit,,,19h36m01.29s,+46d18m38.4s,4787.0,,0.6,30.662296163005895
2321,Kepler-1688 b,1851.0,676.914,13.985999999999999,2020,Super Earth,14.1344,Unknown,5.6 days,0.0,Kepler-1685,Transit,,,19h44m45.19s,+43d56m12.7s,5378.58,,0.79,33.27128177422685
2322,Kepler-1689 b,968.0,253.92220000000003,12.107999999999999,2020,Terrestrial,10.606399999999999,Unknown,8.5 days,0.0,Kepler-1686,Transit,,,19h26m25.61s,+42d02m09.3s,5774.33,,1.14,22.164373502079037
2323,Kepler-168 b,4554.0,867.594,14.605,2014,Super Earth,16.352,0.056 AU,4.4 days,0.0,Kepler-1687,Transit,,,19h18m58.26s,+50d47m13.3s,4249.0,,0.65,31.861452769677005
2326,Kepler-1691 b,4291.0,1277.5559999999998,14.880999999999998,2020,Super Earth,20.552,Unknown,3.8 days,0.0,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76,29.70041752675832
2327,Kepler-1692 b,1961.0,451.276,14.505,2020,Super Earth,12.4544,Unknown,6 days,0.0,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76,28.568498055888973
2328,Kepler-1693 b,2534.0,702.338,14.744000000000002,2020,Super Earth,14.436799999999998,Unknown,12.1 days,0.0,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76,33.08987127730555
2329,Kepler-1694 b,1700.0,559.328,14.752,2020,Super Earth,13.216,Unknown,3.9 days,0.0,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76,31.445412194183536
2330,Kepler-1695 b,2641.0,463.988,14.623,2020,Super Earth,12.5328,Unknown,4.7 days,0.0,Kepler-169,Transit,,,19h03m59.97s,+40d55m09.6s,4997.0,,0.76,29.006900248670327
2332,Kepler-1697 b,814.0,673.7360000000001,13.362,2020,Super Earth,14.111999999999998,Unknown,33.5 days,0.0,Kepler-1691,Transit,,,19h05m01.06s,+41d01m18.7s,5753.0,,1.21,33.22028924128763
2333,Kepler-1698 b,730.0,397.25,12.876,2020,Super Earth,12.017599999999998,Unknown,1.2 days,0.0,Kepler-1692,Transit,,,19h07m41.83s,+47d03m13.5s,4935.73,,0.94,27.009665630276984
2334,Kepler-1699 b,,978.8240000000001,14.661,2020,Super Earth,17.5504,Unknown,3.5 days,0.0,Kepler-1693,Transit,,,19h20m48.39s,+48d11m09.0s,5356.0,,0.89,31.204797045951754
2335,Kepler-169 b,1342.0,479.87800000000004,14.162,2014,Super Earth,12.655999999999999,0.04 AU,3.3 days,0.0,Kepler-1694,Transit,,,19h35m10.46s,+40d14m27.4s,4958.0,,0.72,29.419053704356596
2336,Kepler-169 c,1342.0,610.176,14.162,2014,Super Earth,13.552,0.062 AU,6.2 days,0.0,Kepler-1695,Transit,,,19h34m28.62s,+46d24m48.0s,5437.0,,0.95,32.6241441077779
2337,Kepler-169 d,1342.0,667.38,14.162,2014,Super Earth,14.0,0.075 AU,8.3 days,0.0,Kepler-1696,Transit,,,19h42m18.26s,+42d01m24.1s,5379.0,,1.27,33.43550657173834
2343,Kepler-1702 b,2865.0,1016.96,15.774000000000001,2020,Super Earth,17.9424,Unknown,18.5 days,0.0,Kepler-170,Transit,,,18h58m05.09s,+41d37m46.6s,5679.0,,1.03,31.019414316814263
2348,Kepler-171 d,2888.0,1344.294,14.905,2014,Super Earth,21.168,0.223 AU,39.6 days,0.0,Kepler-171,Transit,,,19h47m05.26s,+41d45m19.9s,5642.0,,0.84,29.45950178000977
2353,Kepler-173 b,2784.0,702.338,14.258,2014,Super Earth,14.447999999999999,0.048 AU,4.3 days,0.0,Kepler-172,Transit,,,18h53m28.42s,+41d49m18.7s,5526.0,,1.08,33.03858903583919
2355,Kepler-174 b,1269.0,1430.1000000000001,14.286,2014,Super Earth,21.951999999999998,0.1 AU,14 days,0.0,Kepler-173,Transit,,,19h38m35.21s,+41d53m02.8s,6031.0,,0.95,29.141305902121044
2356,Kepler-174 c,1269.0,899.374,14.286,2014,Super Earth,16.688,0.214 AU,44 days,0.0,Kepler-174,Transit,,,19h09m45.41s,+43d49m55.5s,4880.0,,0.62,31.71192001688158
2360,Kepler-176 b,1746.0,835.814,14.545,2014,Super Earth,16.016,0.058 AU,5.4 days,0.0,Kepler-175,Transit,,,19h18m12.79s,+43d52m34.3s,6064.0,,1.01,31.995751292585574
2363,Kepler-176 e,1746.0,858.0600000000001,14.545,2016,Super Earth,16.24,Unknown,51.2 days,0.0,Kepler-176,Transit,,,19h38m40.31s,+43d51m11.7s,5232.0,,0.89,31.947464662141716
2369,Kepler-179 b,2011.0,1058.2740000000001,14.603,2014,Super Earth,18.368,0.036 AU,2.7 days,0.0,Kepler-178,Transit,,,19h08m24.26s,+46d53m47.3s,5676.0,,1.07,30.801025489907534
2370,Kepler-179 c,2011.0,1480.948,14.603,2014,Super Earth,22.4,0.064 AU,6.4 days,0.0,Kepler-179,Transit,,,19h54m39.30s,+47d45m43.4s,5302.0,,0.76,28.982414550651168
2372,Kepler-180 b,2315.0,908.908,14.325,2014,Super Earth,16.799999999999997,0.109 AU,13.8 days,0.0,Kepler-18,Transit,84.92,4.9,19h52m19.07s,+44d44m46.8s,5345.0,0.97,1.11,31.622205289408626
2374,Kepler-181 b,2023.0,683.27,14.714,2014,Super Earth,14.223999999999998,0.04 AU,3.1 days,0.0,Kepler-18,Transit,88.07,0.27,19h52m19.07s,+44d44m46.8s,5345.0,0.97,1.11,33.16191919595686
2375,Kepler-181 c,2023.0,1468.236,14.714,2014,Super Earth,22.288,0.049 AU,4.3 days,0.0,Kepler-180,Transit,,,19h42m17.12s,+49d46m28.5s,5731.0,,1.06,29.023144324726786
2378,Kepler-183 b,3531.0,1557.2200000000003,14.892999999999999,2014,Super Earth,23.072,0.064 AU,5.7 days,0.0,Kepler-181,Transit,,,19h44m36.34s,+50d05m44.9s,5333.0,,0.75,28.725677343795212
2381,Kepler-184 c,2026.0,2796.6400000000003,14.311,2014,Super Earth,22.064,0.141 AU,20.3 days,0.0,Kepler-183,Transit,,,19h34m07.40s,+39d18m57.2s,5888.0,,0.96,56.4103583436589
2383,Kepler-185 b,1543.0,543.438,14.443,2014,Super Earth,13.104,0.026 AU,1.6 days,0.0,Kepler-184,Transit,,,19h27m48.46s,+43d04m29.0s,5788.0,,0.87,31.076566211091762
2384,Kepler-185 c,1543.0,1506.372,14.443,2014,Super Earth,22.624,0.139 AU,20.7 days,0.0,Kepler-184,Transit,,,19h27m48.46s,+43d04m29.0s,5788.0,,0.87,28.89909492380965
2385,Kepler-186 b,561.0,394.072,14.599,2014,Super Earth,11.984,0.0343 AU,3.9 days,0.0,Kepler-184,Transit,,,19h27m48.46s,+43d04m29.0s,5788.0,,0.87,26.944043348657207
2386,Kepler-186 c,561.0,667.38,14.599,2014,Super Earth,14.0,0.0451 AU,7.3 days,0.0,Kepler-185,Transit,,,18h49m52.34s,+43d53m23.7s,5208.0,,0.81,33.43550657173834
2387,Kepler-186 d,561.0,807.212,14.599,2014,Super Earth,15.679999999999998,0.0781 AU,13.3 days,0.0,Kepler-185,Transit,,,18h49m52.34s,+43d53m23.7s,5208.0,,0.81,32.23935051180432
2388,Kepler-186 e,561.0,683.27,14.599,2014,Super Earth,14.223999999999998,0.11 AU,22.4 days,0.0,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52,33.16191919595686
2389,Kepler-186 f,561.0,543.438,14.599,2014,Super Earth,13.104,0.432 AU,129.9 days,0.04,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52,31.076566211091762
2390,Kepler-187 b,3852.0,816.746,14.175,2014,Super Earth,15.791999999999998,0.059 AU,4.9 days,0.0,Kepler-186,Transit,,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52,32.15907412847797
2392,Kepler-188 b,3249.0,1099.588,14.634,2014,Super Earth,18.816,0.032 AU,2.1 days,0.0,Kepler-186,Transit,89.96,,19h54m36.65s,+43d57m18.1s,3755.0,0.54,0.52,30.497635818800003
2394,Kepler-189 b,1963.0,610.176,14.821,2014,Super Earth,13.552,0.088 AU,10.4 days,0.0,Kepler-187,Transit,,,19h59m11.15s,+44d05m21.5s,6105.0,,1.29,32.6241441077779
2396,Kepler-18 b,1430.0,2192.82,13.539000000000001,2011,Super Earth,22.4,0.0447 AU,3.5 days,0.0,Kepler-188,Transit,,,18h45m07.13s,+44d18m55.9s,6021.0,,1.14,42.913875622208806
2399,Kepler-190 b,1432.0,969.29,14.118,2014,Super Earth,17.471999999999998,0.03 AU,2 days,0.0,Kepler-19,Transit,,,19h21m41.00s,+37d51m06.4s,5544.0,0.94,0.86,31.17879175783878
2400,Kepler-190 c,1432.0,867.594,14.118,2014,Super Earth,16.352,0.045 AU,3.8 days,0.0,Kepler-19,Transit Timing Variations,,,19h21m41.00s,+37d51m06.4s,5544.0,0.94,0.86,31.861452769677005
2401,Kepler-191 b,1973.0,750.008,14.776,2014,Super Earth,15.008,0.087 AU,9.9 days,0.0,Kepler-19,Radial Velocity,,,19h21m41.00s,+37d51m06.4s,5544.0,0.94,0.86,32.697236229111674
2402,Kepler-191 c,1973.0,1309.336,14.776,2014,Super Earth,20.832,0.128 AU,17.7 days,0.0,Kepler-190,Transit,,,19h14m20.17s,+44d44m01.7s,5106.0,,0.8,29.62647396004569
2406,Kepler-192 d,2166.0,330.512,14.104000000000001,2016,Super Earth,11.424,Unknown,6.5 days,0.0,Kepler-191,Transit,,,19h24m44.01s,+45d19m23.4s,5282.0,,0.79,24.868044423882207
2409,Kepler-194 b,3697.0,918.4420000000001,14.912,2014,Super Earth,16.912,0.032 AU,2.1 days,0.0,Kepler-192,Transit,,,19h11m40.30s,+45d35m34.4s,5479.0,,1.01,31.53207761627121
2412,Kepler-195 b,2168.0,1519.084,14.799000000000001,2014,Super Earth,22.735999999999997,0.077 AU,8.3 days,0.0,Kepler-194,Transit,,,19h27m53.15s,+47d51m51.0s,6089.0,,1.02,28.856553493015376
2413,Kepler-195 c,2168.0,959.7560000000001,14.799000000000001,2014,Super Earth,17.36,0.197 AU,34.1 days,0.0,Kepler-194,Transit,,,19h27m53.15s,+47d51m51.0s,6089.0,,1.02,31.27174998967153
2414,Kepler-196 b,1492.0,1357.0059999999999,14.103,2014,Super Earth,21.279999999999998,0.138 AU,20.7 days,0.0,Kepler-194,Transit,,,19h27m53.15s,+47d51m51.0s,6089.0,,1.02,29.42586999186345
2416,Kepler-197 b,1089.0,330.512,11.78,2014,Super Earth,11.424,0.06 AU,5.6 days,0.02,Kepler-195,Transit,,,19h12m29.03s,+47d58m00.0s,5329.0,,0.78,24.868044423882207
2417,Kepler-197 c,1089.0,1684.34,11.78,2014,Super Earth,13.776,0.09 AU,10.3 days,0.08,Kepler-196,Transit,,,18h59m52.44s,+42d04m45.1s,5128.0,,0.78,87.15138343490683
2418,Kepler-197 d,1089.0,629.244,11.78,2014,Super Earth,13.664,0.119 AU,15.7 days,0.03,Kepler-196,Transit,,,18h59m52.44s,+42d04m45.1s,5128.0,,0.78,33.09437377827117
2419,Kepler-197 e,1089.0,220.2354,11.78,2014,Terrestrial,10.192,0.164 AU,25.2 days,0.38,Kepler-197,Transit,,,19h40m54.34s,+50d33m32.4s,6004.0,,1.12,20.81896277750583
2422,Kepler-198 d,1639.0,940.688,13.565999999999999,2016,Super Earth,17.136,Unknown,1.3 days,0.0,Kepler-197,Transit,,,19h40m54.34s,+50d33m32.4s,6004.0,,1.12,31.457013459269803
2425,Kepler-19 b,717.0,2669.52,11.876,2011,Super Earth,24.7408,Unknown,9.3 days,0.12,Kepler-198,Transit,,,19h22m41.55s,+38d41m27.6s,5574.0,,0.94,42.824913364903274
2429,Kepler-200 c,2215.0,1001.07,13.952,2014,Super Earth,17.808,0.09 AU,10.2 days,0.0,Kepler-20,Transit,89.815,2.5,19h10m47.52s,+42d20m19.4s,5495.0,0.95,0.96,30.997376894708175
2432,Kepler-202 b,938.0,1045.5620000000001,13.843,2014,Super Earth,18.255999999999997,0.045 AU,4.1 days,0.0,Kepler-20,Transit,88.788,,19h10m47.52s,+42d20m19.4s,5495.0,0.95,0.96,30.805575593888054
2433,Kepler-202 c,938.0,1296.624,13.843,2014,Super Earth,20.72,0.113 AU,16.3 days,0.0,Kepler-20,Radial Velocity,,,19h10m47.52s,+42d20m19.4s,5495.0,0.95,0.96,29.656872154834176
2438,Kepler-204 c,2285.0,1226.708,13.874,2014,Super Earth,20.048,0.173 AU,25.7 days,0.0,Kepler-202,Transit,,,18h51m53.62s,+41d19m19.2s,4668.0,,0.67,29.97021658422719
2439,Kepler-205 b,523.0,918.4420000000001,13.495,2014,Super Earth,16.912,0.032 AU,2.8 days,0.0,Kepler-202,Transit,,,18h51m53.62s,+41d19m19.2s,4668.0,,0.67,31.53207761627121
2440,Kepler-205 c,523.0,1058.2740000000001,13.495,2014,Super Earth,18.368,0.122 AU,20.3 days,0.0,Kepler-203,Transit,,,19h48m21.59s,+41d23m16.9s,5821.0,,1.11,30.801025489907534
