SR NO.,11 Comae Berenices b,305.0,6165.32,4.74,2007,Gas Giant,12.096,1.29 AU,326 days,0.23,11 Com,Radial Velocity,,,12h20m43.03s,+17d47m34.3s,4742.0,2.7,19.0,Gravitation_value
1899,Kepler-1361 b,1318.0,179.8748,13.917,2016,Terrestrial,9.632,Unknown,3.6 days,0.0,Kepler-136,Transit,,,19h45m52.16s,+42d35m55.6s,6165.0,,1.35,19.038300062054837
1901,Kepler-1363 b,1823.0,667.38,15.292,2016,Super Earth,14.0,Unknown,2.9 days,0.0,Kepler-1361,Transit,,,18h54m15.68s,+46d54m15.3s,5131.0,0.83,0.79,33.43550657173834
1903,Kepler-1365 b,1765.0,229.1338,13.38,2016,Terrestrial,10.304,Unknown,7.7 days,0.0,Kepler-1363,Transit,,,19h47m59.17s,+49d15m23.1s,4839.0,0.76,0.72,21.191819623854517
1904,Kepler-1365 c,1765.0,138.8786,13.38,2016,Terrestrial,8.959999999999999,Unknown,4.8 days,0.0,Kepler-1364,Transit,,,19h40m36.53s,+49d35m15.4s,6805.0,1.49,1.79,16.98674243379099
1905,Kepler-1366 b,1288.0,835.814,15.889000000000001,2016,Super Earth,16.016,Unknown,2.2 days,0.0,Kepler-1365,Transit,,,19h28m47.93s,+42d02m45.9s,5770.0,1.0,1.05,31.995751292585574
1906,Kepler-1367 b,1165.0,229.1338,15.558,2016,Terrestrial,10.304,Unknown,1.6 days,0.0,Kepler-1365,Transit,,,19h28m47.93s,+42d02m45.9s,5770.0,1.0,1.05,21.191819623854517
1907,Kepler-1368 b,5709.0,1067.808,15.873,2016,Super Earth,18.479999999999997,Unknown,0.7 days,0.0,Kepler-1366,Transit,,,19h00m15.58s,+41d33m17.5s,4070.0,0.62,0.6,30.70294451031988
1910,Kepler-136 c,1389.0,1468.236,11.754000000000001,2014,Super Earth,22.288,0.133 AU,16.4 days,0.0,Kepler-1369,Transit,,,19h03m11.34s,+40d56m10.3s,5761.0,0.99,0.99,29.023144324726786
1911,Kepler-1370 b,2864.0,1283.912,13.674000000000001,2016,Super Earth,20.608,Unknown,20.3 days,0.0,Kepler-137,Transit,,,18h48m32.53s,+43d02m20.8s,5187.0,,0.8,29.686182829532676
1912,Kepler-1370 c,2864.0,683.27,13.674000000000001,2016,Super Earth,14.223999999999998,Unknown,7.4 days,0.0,Kepler-137,Transit,,,18h48m32.53s,+43d02m20.8s,5187.0,,0.8,33.16191919595686
1913,Kepler-1371 b,1468.0,100.107,13.834000000000001,2016,Terrestrial,8.176,Unknown,3.4 days,0.0,Kepler-1370,Transit,,,18h58m15.76s,+41d46m42.5s,6202.0,1.19,1.29,14.705285893697079
1914,Kepler-1371 c,1468.0,62.2888,13.834000000000001,2016,Terrestrial,7.167999999999999,Unknown,2 days,0.0,Kepler-1370,Transit,,,18h58m15.76s,+41d46m42.5s,6202.0,1.19,1.29,11.904324646106387
1915,Kepler-1372 b,3787.0,683.27,15.349,2016,Super Earth,14.223999999999998,Unknown,1.3 days,0.0,Kepler-1371,Transit,,,19h15m19.53s,+47d33m07.2s,5361.0,0.87,0.83,33.16191919595686
1916,Kepler-1373 b,3627.0,524.37,14.072000000000001,2016,Super Earth,12.991999999999999,Unknown,1.3 days,0.0,Kepler-1371,Transit,,,19h15m19.53s,+47d33m07.2s,5361.0,0.87,0.83,30.505391604475573
1918,Kepler-1375 b,4038.0,1169.5040000000001,13.71,2016,Super Earth,19.488,Unknown,3.3 days,0.0,Kepler-1373,Transit,,,19h03m00.49s,+39d14m57.1s,6299.0,1.22,1.33,30.238341038241114
1919,Kepler-1376 b,2818.0,368.64799999999997,14.672,2016,Super Earth,11.76,Unknown,5.3 days,0.0,Kepler-1374,Transit,,,19h25m24.00s,+45d10m20.2s,5323.0,0.85,0.81,26.17508073049379
1920,Kepler-1377 b,3324.0,667.38,15.889000000000001,2016,Super Earth,14.0,Unknown,0.7 days,0.0,Kepler-1375,Transit,,,19h45m10.45s,+43d24m11.8s,6704.0,1.47,1.78,33.43550657173834
1922,Kepler-1379 b,3102.0,711.8720000000001,15.853,2016,Super Earth,14.559999999999999,Unknown,0.9 days,0.0,Kepler-1377,Transit,,,19h16m46.91s,+46d39m06.1s,5218.0,0.86,0.82,32.97387235871633
1923,Kepler-137 b,997.0,877.1279999999999,12.940999999999999,2014,Super Earth,16.464,0.077 AU,8.4 days,0.0,Kepler-1378,Transit,,,19h49m29.60s,+40d21m59.0s,4407.0,0.7,0.67,31.77481650957199
1924,Kepler-137 c,997.0,1331.582,12.940999999999999,2014,Super Earth,21.055999999999997,0.13 AU,18.7 days,0.0,Kepler-1379,Transit,,,19h34m40.91s,+41d24m36.9s,5188.0,0.83,0.79,29.49218592862121
1925,Kepler-1380 b,3944.0,835.814,15.614,2016,Super Earth,16.016,Unknown,10.3 days,0.0,Kepler-138,Transit,,2.6,19h21m31.57s,+43d17m34.7s,3841.0,0.52,0.44,31.995751292585574
1927,Kepler-1382 b,2381.0,1331.582,12.757,2016,Super Earth,21.055999999999997,Unknown,16.4 days,0.0,Kepler-138,Transit,,2.1,19h21m31.57s,+43d17m34.7s,3841.0,0.52,0.44,29.49218592862121
1928,Kepler-1383 b,3135.0,816.746,13.708,2016,Super Earth,15.791999999999998,Unknown,13.9 days,0.0,Kepler-1380,Transit,,,19h12m27.85s,+42d26m25.5s,5570.0,0.96,0.94,32.15907412847797
1929,Kepler-1384 b,2016.0,1404.676,15.446,2016,Super Earth,21.727999999999998,Unknown,15.4 days,0.0,Kepler-1381,Transit,,,19h10m08.58s,+48d43m40.0s,5747.0,0.96,0.94,29.21645021497501
1930,Kepler-1385 b,1719.0,172.5654,12.844000000000001,2016,Terrestrial,9.52,Unknown,2.9 days,0.0,Kepler-1382,Transit,,,19h41m30.57s,+39d02m52.9s,6161.0,1.36,1.72,18.69694355377113
1931,Kepler-1386 b,2734.0,657.846,14.417,2016,Super Earth,13.888,Unknown,6.7 days,0.0,Kepler-1383,Transit,,,19h51m46.75s,+42d11m30.8s,6370.0,1.26,1.44,33.4915782691536
1932,Kepler-1387 b,1602.0,238.03220000000002,14.58,2016,Terrestrial,10.416,Unknown,2.3 days,0.0,Kepler-1384,Transit,,,19h44m51.64s,+39d31m37.4s,4919.0,0.78,0.74,21.543911646674005
1937,Kepler-1389 b,1700.0,1201.2839999999999,14.684000000000001,2016,Super Earth,19.823999999999998,Unknown,99.3 days,0.0,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098.0,0.63,0.61,30.01607527626611
1938,Kepler-138 b,219.0,20.974800000000002,12.472000000000001,2014,Terrestrial,5.8464,0.076 AU,10.3 days,0.01,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098.0,0.63,0.61,6.025756366316164
1939,Kepler-138 c,219.0,626.066,12.472000000000001,2014,Super Earth,13.4064,0.0906 AU,13.8 days,0.01,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098.0,0.63,0.61,34.20476130525093
1940,Kepler-138 d,219.0,203.39200000000002,12.472000000000001,2014,Super Earth,13.574399999999999,0.12781 AU,23.1 days,0.03,Kepler-1389,Transit,,,19h02m52.18s,+44d45m30.3s,5078.0,0.81,0.74,10.83885416739228
1941,Kepler-1390 b,2479.0,559.328,14.402000000000001,2016,Super Earth,13.216,Unknown,6.5 days,0.0,Kepler-139,Transit,,,18h49m34.07s,+43d53m21.7s,5594.0,,1.3,31.445412194183536
1942,Kepler-1391 b,2352.0,1099.588,13.828,2016,Super Earth,18.816,Unknown,54.4 days,0.0,Kepler-139,Transit,,,18h49m34.07s,+43d53m21.7s,5594.0,,1.3,30.497635818800003
1943,Kepler-1392 b,3644.0,1430.1000000000001,15.665999999999999,2016,Super Earth,21.951999999999998,Unknown,15.1 days,0.0,Kepler-1390,Transit,,,19h54m38.96s,+48d14m55.6s,5753.0,0.98,0.98,29.141305902121044
1944,Kepler-1393 b,1507.0,138.8786,13.332,2016,Terrestrial,8.959999999999999,Unknown,2.4 days,0.0,Kepler-1391,Transit,,,19h39m19.45s,+46d39m34.5s,5840.0,1.03,1.1,16.98674243379099
1945,Kepler-1394 b,2675.0,797.678,11.714,2016,Super Earth,15.567999999999998,Unknown,3.9 days,0.0,Kepler-1392,Transit,,,19h15m04.07s,+46d23m39.9s,5479.0,0.88,0.85,32.31861639223946
1946,Kepler-1395 b,1654.0,138.8786,12.536,2016,Terrestrial,8.959999999999999,Unknown,3.8 days,0.0,Kepler-1393,Transit,,,18h57m50.27s,+40d08m33.2s,5697.0,0.95,0.92,16.98674243379099
1947,Kepler-1396 b,4032.0,1569.9320000000002,14.527000000000001,2016,Super Earth,23.183999999999997,Unknown,18.2 days,0.0,Kepler-1394,Transit,,,18h53m48.77s,+45d05m02.9s,6481.0,1.64,2.55,28.681040103242445
1948,Kepler-1397 b,2512.0,1147.258,14.091,2016,Super Earth,19.264,Unknown,47.4 days,0.0,Kepler-1395,Transit,,,19h29m21.01s,+47d39m51.1s,6138.0,1.17,1.23,30.357006724389564
1949,Kepler-1398 b,2587.0,211.65480000000002,13.66,2016,Terrestrial,10.08,Unknown,2.8 days,0.0,Kepler-1396,Transit,,,19h37m20.75s,+44d55m05.9s,6195.0,1.18,1.27,20.454923001890194
1950,Kepler-1398 c,2587.0,343.22400000000005,13.66,2016,Super Earth,11.536,Unknown,4.1 days,0.0,Kepler-1397,Transit,,,19h58m42.21s,+47d04m33.0s,6026.0,1.09,1.12,25.325495127590884
1951,Kepler-1399 b,4097.0,667.38,15.507,2016,Super Earth,14.0,Unknown,1.6 days,0.0,Kepler-1398,Transit,,,19h39m27.88s,+48d38m20.3s,6126.0,1.13,1.18,33.43550657173834
1954,Kepler-1400 b,2867.0,1036.028,15.713,2016,Super Earth,18.144,Unknown,9.1 days,0.0,Kepler-14,Transit,90.0,7.1,19h10m50.12s,+47d19m59.0s,6395.0,1.51,2.05,30.90268462266064
1955,Kepler-1401 b,4051.0,1099.588,14.972000000000001,2016,Super Earth,18.816,Unknown,11.2 days,0.0,Kepler-140,Transit,,,19h09m28.67s,+46d46m05.6s,6077.0,,1.29,30.497635818800003
1956,Kepler-1402 b,2221.0,115.3614,14.607999999999999,2016,Terrestrial,8.511999999999999,Unknown,2 days,0.0,Kepler-140,Transit,,,19h09m28.67s,+46d46m05.6s,6077.0,,1.29,15.634646965817378
1958,Kepler-1404 b,3086.0,1493.66,15.703,2016,Super Earth,22.511999999999997,Unknown,15.9 days,0.0,Kepler-1401,Transit,,,19h09m51.85s,+40d45m30.4s,5964.0,1.07,1.1,28.941056549307895
1960,Kepler-1406 b,1915.0,435.386,13.382,2016,Super Earth,12.32,Unknown,11.6 days,0.0,Kepler-1403,Transit,,,19h23m28.25s,+38d57m36.4s,6060.0,1.11,1.15,28.167210253887205
1962,Kepler-1408 b,1390.0,203.39200000000002,11.962,2016,Terrestrial,9.968,Unknown,3 days,0.0,Kepler-1405,Transit,,,19h42m44.36s,+39d15m22.1s,5925.0,1.05,1.07,20.100580477295644
1963,Kepler-1409 b,2355.0,355.93600000000004,15.172,2016,Super Earth,11.648,Unknown,0.8 days,0.0,Kepler-1406,Transit,,,19h28m19.65s,+38d54m54.1s,5892.0,1.05,1.12,25.760837780247122
1964,Kepler-140 b,1937.0,1023.3160000000001,12.940999999999999,2014,Super Earth,18.032,0.045 AU,3.3 days,0.0,Kepler-1407,Transit,,,18h55m46.18s,+41d28m17.8s,6010.0,1.1,1.15,30.90386218180489
1965,Kepler-140 c,1937.0,1236.2420000000002,12.940999999999999,2014,Super Earth,20.16,0.414 AU,91.4 days,0.0,Kepler-1408,Transit,,,18h50m47.99s,+45d25m32.8s,6170.0,1.21,1.35,29.86848741642374
1966,Kepler-1410 b,1197.0,1213.996,15.948,2016,Super Earth,19.936,0.2543 AU,60.9 days,0.0,Kepler-1409,Transit,,,19h20m20.35s,+51d12m31.0s,5160.0,0.83,0.79,29.993834930964592
1968,Kepler-1412 b,2084.0,158.2644,13.193,2016,Terrestrial,9.296,Unknown,3.6 days,0.0,Kepler-141,Transit,,,19h51m53.02s,+47d43m54.0s,4910.0,,0.79,17.983813775676822
1969,Kepler-1413 b,3790.0,1261.6660000000002,16.285,2016,Super Earth,20.384,Unknown,13.2 days,0.0,Kepler-1410,Transit,,,19h22m02.45s,+38d44m36.8s,4092.0,0.63,0.6,29.816479879761246
1970,Kepler-1414 b,1742.0,648.312,14.860999999999999,2016,Super Earth,13.776,Unknown,3.5 days,0.0,Kepler-1411,Transit,,,19h05m26.78s,+42d57m50.1s,5664.0,0.95,0.92,33.54506079381319
1971,Kepler-1415 b,3477.0,702.338,15.720999999999998,2016,Super Earth,14.447999999999999,Unknown,0.6 days,0.0,Kepler-1412,Transit,,,19h28m43.23s,+49d12m08.9s,5880.0,1.06,1.27,33.03858903583919
1972,Kepler-1416 b,2632.0,195.447,14.225999999999999,2016,Terrestrial,9.856,Unknown,1.5 days,0.0,Kepler-1413,Transit,,,19h37m22.00s,+46d29m55.6s,5196.0,0.84,0.8,19.756882192222434
1973,Kepler-1417 b,2140.0,308.90160000000003,13.857999999999999,2016,Terrestrial,11.2,Unknown,20.4 days,0.0,Kepler-1414,Transit,,,18h59m42.86s,+42d25m20.3s,4951.0,0.8,0.75,24.181036002775052
1974,Kepler-1418 b,1628.0,1077.342,15.280999999999999,2016,Super Earth,18.592,Unknown,22.5 days,0.0,Kepler-1415,Transit,,,19h00m37.66s,+47d52m24.0s,5267.0,0.89,0.84,30.6049842869199
1976,Kepler-141 b,991.0,81.6746,13.421,2014,Terrestrial,7.727999999999999,0.039 AU,3.1 days,0.0,Kepler-1417,Transit,,,19h23m47.97s,+40d36m18.8s,5839.0,1.02,1.02,13.42899711716594
1977,Kepler-141 c,991.0,816.746,13.421,2014,Super Earth,15.791999999999998,0.067 AU,7 days,0.0,Kepler-1418,Transit,,,18h51m59.39s,+41d40m42.8s,4770.0,0.77,0.72,32.15907412847797
1978,Kepler-1420 b,3011.0,692.8040000000001,15.849,2016,Super Earth,14.335999999999999,Unknown,6.7 days,0.0,Kepler-1419,Transit,,,19h29m01.11s,+37d58m17.1s,5796.0,1.01,1.01,33.10131087820399
1979,Kepler-1421 b,2202.0,238.03220000000002,12.725999999999999,2016,Terrestrial,10.416,Unknown,6.9 days,0.0,Kepler-142,Transit,,,19h40m28.54s,+48d28m52.6s,5790.0,,1.27,21.543911646674005
1980,Kepler-1422 b,6788.0,1506.372,15.619000000000002,2016,Super Earth,22.624,Unknown,18.6 days,0.0,Kepler-142,Transit,,,19h40m28.54s,+48d28m52.6s,5790.0,,1.27,28.89909492380965
1981,Kepler-1423 b,1465.0,381.36,14.558,2016,Super Earth,11.872,Unknown,24 days,0.0,Kepler-142,Transit,,,19h40m28.54s,+48d28m52.6s,5790.0,,1.27,26.56918019546415
1982,Kepler-1424 b,2022.0,524.37,13.592,2016,Super Earth,12.991999999999999,Unknown,29.6 days,0.0,Kepler-1420,Transit,,,19h44m48.91s,+42d46m40.2s,5187.0,0.82,0.79,30.505391604475573
1983,Kepler-1425 b,1628.0,247.5662,13.562999999999999,2016,Terrestrial,10.527999999999999,Unknown,14.5 days,0.0,Kepler-1421,Transit,,,19h06m19.34s,+48d32m39.1s,6335.0,1.25,1.42,21.932613688206132
1984,Kepler-1426 b,3950.0,969.29,15.165999999999999,2016,Super Earth,17.471999999999998,Unknown,14.3 days,0.0,Kepler-1422,Transit,,,19h35m33.64s,+48d20m10.0s,6194.0,1.15,1.23,31.17879175783878
1985,Kepler-1427 b,3980.0,435.386,15.482000000000001,2016,Super Earth,12.32,Unknown,1 days,0.0,Kepler-1423,Transit,,,19h12m58.51s,+41d06m36.3s,4939.0,0.79,0.75,28.167210253887205
1986,Kepler-1428 b,2616.0,1058.2740000000001,13.523,2016,Super Earth,18.368,Unknown,10.7 days,0.0,Kepler-1424,Transit,,,19h23m58.00s,+40d13m45.6s,5838.0,1.02,1.07,30.801025489907534
1987,Kepler-1429 b,3771.0,702.338,14.832,2016,Super Earth,14.447999999999999,Unknown,4.5 days,0.0,Kepler-1425,Transit,,,19h39m48.25s,+43d00m44.8s,5718.0,0.97,0.95,33.03858903583919
1988,Kepler-142 b,1819.0,1468.236,13.197000000000001,2014,Super Earth,22.288,0.032 AU,2 days,0.0,Kepler-1426,Transit,,,19h30m10.98s,+49d25m01.1s,5831.0,1.02,1.02,29.023144324726786
1991,Kepler-1430 b,1765.0,559.328,15.282,2016,Super Earth,13.216,Unknown,2.5 days,0.0,Kepler-1429,Transit,,,19h01m27.90s,+49d02m41.5s,5902.0,1.05,1.07,31.445412194183536
1992,Kepler-1431 b,4143.0,877.1279999999999,15.270999999999999,2016,Super Earth,16.464,Unknown,5.9 days,0.0,Kepler-143,Transit,,,19h52m16.25s,+49d24m45.4s,5848.0,,1.36,31.77481650957199
1994,Kepler-1433 b,4332.0,969.29,14.825999999999999,2016,Super Earth,17.471999999999998,Unknown,4.1 days,0.0,Kepler-1430,Transit,,,19h18m47.40s,+43d22m19.5s,4796.0,0.77,0.72,31.17879175783878
1995,Kepler-1434 b,2218.0,448.098,12.042,2016,Super Earth,12.432,Unknown,8.1 days,0.0,Kepler-1431,Transit,,,19h30m38.01s,+49d51m54.7s,5806.0,1.03,1.03,28.46962808981222
1996,Kepler-1435 b,2221.0,179.8748,12.869000000000002,2016,Terrestrial,9.632,Unknown,4.5 days,0.0,Kepler-1432,Transit,,,19h42m05.80s,+49d49m46.4s,6031.0,1.09,1.13,19.038300062054837
1997,Kepler-1436 b,3725.0,721.4060000000001,14.91,2016,Super Earth,14.671999999999999,Unknown,9.7 days,0.0,Kepler-1433,Transit,,,19h09m27.19s,+49d27m24.8s,6097.0,1.14,1.19,32.90727379402202
1998,Kepler-1437 b,3856.0,778.6100000000001,15.661,2016,Super Earth,15.344,Unknown,10.9 days,0.0,Kepler-1434,Transit,,,19h42m09.21s,+51d12m10.6s,6291.0,1.47,2.04,32.473835680145285
1999,Kepler-1438 b,2825.0,247.5662,14.860999999999999,2016,Terrestrial,10.527999999999999,Unknown,2.3 days,0.0,Kepler-1435,Transit,,,19h24m41.59s,+44d55m16.1s,6356.0,1.21,1.32,21.932613688206132
2000,Kepler-1439 b,701.0,867.594,16.098,2016,Super Earth,16.352,Unknown,8.1 days,0.0,Kepler-1436,Transit,,,19h50m50.78s,+46d46m04.9s,5972.0,1.06,1.09,31.861452769677005
2003,Kepler-1440 b,2234.0,676.914,14.102,2016,Super Earth,14.111999999999998,Unknown,39.9 days,0.0,Kepler-1439,Transit,,,19h02m57.55s,+40d58m48.1s,3578.0,0.46,0.43,33.37698871884086
2004,Kepler-1441 b,2450.0,721.4060000000001,14.257,2016,Super Earth,14.671999999999999,Unknown,39.4 days,0.0,Kepler-144,Transit,,,18h47m39.76s,+42d46m31.8s,6075.0,,1.24,32.90727379402202
2006,Kepler-1443 b,1549.0,276.8038,12.212,2016,Terrestrial,10.863999999999999,Unknown,2.4 days,0.0,Kepler-1440,Transit,,,19h01m23.27s,+48d18m44.1s,5698.0,0.98,0.96,23.029437228274425
2008,Kepler-1445 b,1572.0,266.952,12.418,2016,Terrestrial,10.751999999999999,Unknown,10.6 days,0.0,Kepler-1442,Transit,,,19h25m01.34s,+48d50m49.1s,6394.0,1.34,1.44,22.674904087821684
2009,Kepler-1446 b,528.0,151.5906,12.409,2016,Terrestrial,9.184,Unknown,0.7 days,0.0,Kepler-1443,Transit,,,18h53m44.58s,+47d04m00.7s,6289.0,1.19,1.27,17.648155145568637
2011,Kepler-1448 b,2564.0,1023.3160000000001,14.38,2016,Super Earth,18.032,Unknown,12.3 days,0.0,Kepler-1445,Transit,,,18h40m59.87s,+43d54m54.2s,6150.0,1.13,1.26,30.90386218180489
2012,Kepler-1449 b,4309.0,1099.588,15.030999999999999,2016,Super Earth,18.816,Unknown,13.2 days,0.0,Kepler-1446,Transit,,,19h17m41.75s,+46d43m34.2s,4865.0,0.81,0.75,30.497635818800003
2013,Kepler-144 b,1270.0,740.474,11.944,2014,Super Earth,14.895999999999999,0.066 AU,5.9 days,0.0,Kepler-1447,Transit,,,19h18m34.43s,+50d43m37.5s,5722.0,0.97,0.95,32.768855843350295
2014,Kepler-144 c,1270.0,759.542,11.944,2014,Super Earth,15.12,0.094 AU,10.1 days,0.0,Kepler-1448,Transit,,,19h11m28.17s,+50d35m44.1s,5774.0,0.95,0.93,32.62413478446283
2015,Kepler-1450 b,1598.0,1134.546,15.489,2016,Super Earth,19.151999999999997,Unknown,54.5 days,0.0,Kepler-1449,Transit,,,19h12m55.62s,+50d34m04.4s,5979.0,1.08,1.1,30.372786269682976
2019,Kepler-1454 b,2593.0,1331.582,14.899000000000001,2016,Super Earth,21.055999999999997,Unknown,47 days,0.0,Kepler-1451,Transit,,,19h33m47.14s,+40d24m35.6s,5782.0,1.0,0.99,29.49218592862121
2021,Kepler-1456 b,1236.0,492.59000000000003,15.445,2016,Super Earth,12.767999999999999,Unknown,18.1 days,0.0,Kepler-1453,Transit,,,19h04m30.13s,+47d56m51.4s,5665.0,0.97,0.94,29.67089415000542
2022,Kepler-1457 b,2375.0,1468.236,14.027999999999999,2016,Super Earth,22.288,Unknown,51.1 days,0.0,Kepler-1454,Transit,,,18h56m53.60s,+48d49m54.4s,5448.0,0.9,0.86,29.023144324726786
2024,Kepler-1459 b,1419.0,769.076,14.552,2016,Super Earth,15.232,Unknown,62.9 days,0.0,Kepler-1456,Transit,,,19h07m46.88s,+43d49m22.0s,4231.0,0.64,0.62,32.54963987693236
2027,Kepler-1460 b,1872.0,1430.1000000000001,15.919,2016,Super Earth,21.951999999999998,Unknown,30 days,0.0,Kepler-1459,Transit,,,18h49m41.53s,+46d00m50.5s,4828.0,0.78,0.74,29.141305902121044
2028,Kepler-1461 b,2453.0,1519.084,15.695,2016,Super Earth,22.735999999999997,Unknown,29.3 days,0.0,Kepler-146,Transit,,,19h36m26.58s,+38d42m36.8s,5948.0,,1.21,28.856553493015376
2030,Kepler-1463 b,4374.0,1309.336,15.724,2016,Super Earth,20.832,Unknown,25.2 days,0.0,Kepler-1460,Transit,,,19h02m13.87s,+44d00m38.8s,4422.0,0.7,0.67,29.62647396004569
2031,Kepler-1464 b,2257.0,1077.342,14.13,2016,Super Earth,18.592,Unknown,31.8 days,0.0,Kepler-1461,Transit,,,19h03m19.31s,+43d11m54.2s,4919.0,0.79,0.74,30.6049842869199
2032,Kepler-1464 c,2257.0,308.90160000000003,14.13,2016,Terrestrial,11.2,Unknown,5.3 days,0.0,Kepler-1462,Transit,,,19h45m35.41s,+42d23m48.9s,5756.0,1.0,1.0,24.181036002775052
2033,Kepler-1465 b,1142.0,1201.2839999999999,14.42,2016,Super Earth,19.823999999999998,Unknown,31.8 days,0.0,Kepler-1463,Transit,,,19h37m56.95s,+42d00m24.9s,5679.0,0.96,0.95,30.01607527626611
2034,Kepler-1466 b,2238.0,959.7560000000001,13.869000000000002,2016,Super Earth,17.36,Unknown,31.2 days,0.0,Kepler-1464,Transit,,,19h08m56.56s,+38d45m15.0s,5828.0,1.02,1.01,31.27174998967153
2036,Kepler-1468 b,3686.0,1156.7920000000001,14.952,2016,Super Earth,19.375999999999998,Unknown,8.2 days,0.0,Kepler-1465,Transit,,,19h19m16.64s,+51d54m17.5s,4726.0,0.75,0.71,30.25643922788089
2037,Kepler-1468 c,3686.0,508.48,14.952,2016,Super Earth,12.879999999999999,Unknown,3.5 days,0.0,Kepler-1466,Transit,,,19h19m19.49s,+44d36m35.5s,5884.0,1.01,1.02,30.097674472714324
2041,Kepler-1470 b,1856.0,394.072,15.044,2016,Super Earth,11.984,Unknown,16.3 days,0.0,Kepler-1469,Transit,,,19h35m17.13s,+39d23m28.9s,5507.0,0.92,0.89,26.944043348657207
2042,Kepler-1471 b,3454.0,816.746,15.245999999999999,2016,Super Earth,15.791999999999998,Unknown,3.6 days,0.0,Kepler-147,Transit,,,19h11m54.18s,+39d05m13.9s,6012.0,,1.47,32.15907412847797
2043,Kepler-1472 b,4139.0,1357.0059999999999,14.59,2016,Super Earth,21.279999999999998,Unknown,38.1 days,0.0,Kepler-147,Transit,,,19h11m54.18s,+39d05m13.9s,6012.0,,1.47,29.42586999186345
2044,Kepler-1473 b,2039.0,575.2180000000001,13.368,2016,Super Earth,13.328,Unknown,14.4 days,0.0,Kepler-1470,Transit,,,19h14m46.80s,+39d52m59.5s,4961.0,0.8,0.76,31.797523050631174
2047,Kepler-1476 b,3973.0,1090.054,15.409,2016,Super Earth,18.703999999999997,Unknown,10.4 days,0.0,Kepler-1473,Transit,,,19h22m32.78s,+48d59m45.9s,6046.0,1.09,1.09,30.596363822041155
2048,Kepler-1477 b,1713.0,559.328,14.575999999999999,2016,Super Earth,13.216,Unknown,11.6 days,0.0,Kepler-1474,Transit,,,19h38m46.57s,+45d52m00.6s,5870.0,1.04,1.04,31.445412194183536
2049,Kepler-1478 b,4583.0,1156.7920000000001,15.399000000000001,2016,Super Earth,19.375999999999998,Unknown,26.1 days,0.0,Kepler-1475,Transit,,,19h43m47.59s,+44d45m11.2s,6214.0,1.18,1.28,30.25643922788089
2050,Kepler-1479 b,2019.0,1274.378,13.732999999999999,2016,Super Earth,20.496,Unknown,14.5 days,0.0,Kepler-1476,Transit,,,18h58m07.70s,+43d59m23.8s,5663.0,0.98,0.96,29.788650696042065
2051,Kepler-147 b,3503.0,940.688,13.915,2014,Super Earth,17.136,0.113 AU,12.6 days,0.0,Kepler-1477,Transit,,,18h45m11.65s,+42d41m08.7s,5100.0,0.81,0.78,31.457013459269803
2053,Kepler-1480 b,1761.0,1090.054,14.482000000000001,2016,Super Earth,18.703999999999997,Unknown,22.1 days,0.0,Kepler-1479,Transit,,,19h02m50.86s,+49d42m24.0s,5796.0,0.99,0.98,30.596363822041155
2054,Kepler-1481 b,1608.0,648.312,14.743,2016,Super Earth,13.776,Unknown,5.9 days,0.0,Kepler-148,Transit,,,19h19m08.69s,+46d51m31.6s,5272.0,,0.85,33.54506079381319
2055,Kepler-1482 b,1442.0,320.978,13.73,2016,Super Earth,11.312,Unknown,12.3 days,0.0,Kepler-148,Transit,,,19h19m08.69s,+46d51m31.6s,5272.0,,0.85,24.63129609539894
2056,Kepler-1483 b,4329.0,927.976,14.423,2016,Super Earth,17.023999999999997,Unknown,9.5 days,0.0,Kepler-148,Transit,,,19h19m08.69s,+46d51m31.6s,5272.0,,0.85,31.441576542828336
2058,Kepler-1485 b,1794.0,877.1279999999999,13.18,2016,Super Earth,16.464,Unknown,19.9 days,0.0,Kepler-1481,Transit,,,19h17m45.35s,+49d43m52.4s,4908.0,0.8,0.75,31.77481650957199
2061,Kepler-1488 b,2016.0,1309.336,13.077,2016,Super Earth,20.832,Unknown,39.8 days,0.0,Kepler-1484,Transit,,,19h30m44.23s,+38d07m34.6s,5730.0,0.94,0.92,29.62647396004569
2062,Kepler-1489 b,2838.0,1201.2839999999999,14.808,2016,Super Earth,19.823999999999998,Unknown,82.3 days,0.0,Kepler-1485,Transit,,,19h52m22.90s,+44d44m13.4s,6087.0,1.11,1.12,30.01607527626611
2063,Kepler-148 b,2640.0,1236.2420000000002,15.335999999999999,2014,Super Earth,20.16,0.028 AU,1.7 days,0.0,Kepler-1486,Transit,,,19h22m21.69s,+45d26m23.0s,5965.0,1.08,1.12,29.86848741642374
2067,Kepler-1491 b,4280.0,918.4420000000001,15.57,2016,Super Earth,16.912,Unknown,16.6 days,0.0,Kepler-149,Transit,,,19h03m24.88s,+38d23m02.8s,5381.0,,0.95,31.53207761627121
2068,Kepler-1492 b,1210.0,899.374,14.495999999999999,2016,Super Earth,16.688,Unknown,16.8 days,0.0,Kepler-149,Transit,,,19h03m24.88s,+38d23m02.8s,5381.0,,0.95,31.71192001688158
